kelime_1,kelime_2,iliski_turu
Türkoloji,Türklük bilimi,yönlendirme
türlü türlü,her türlü,anlam içi
tütsülemek,tütsü yapmak,anlam içi
tüylü dalak otu,yayla yavşanı (Teucrium polium),anlam içi
tüy ağırlık,tüy sıklet,yönlendirme
tüzel kişi,hükmi şahıs,anlam içi
tâbii,tâbiin,yönlendirme
ucun ucun,ucu ucuna,yönlendirme
ucun ucun,yavaş yavaş,yönlendirme
ucuz,pahalı karşıtı,anlam içi
ucuzca,ucuzuna,anlam içi
ucu ucuna,zoru zoruna,anlam içi
uç,periferi,anlam içi
uçan daire,ufo,anlam içi
uçkurluk,uçkur çubuğu,anlam içi
uçuç böceği,uğur böceği,yönlendirme
uçurmak,uçurtmak,anlam içi
uçuş,pervaz,anlam içi
udi,utçu,anlam içi
ufaklık,bit,yönlendirme
ufaktan ufağa,ufaktan ufaktan,anlam içi
ufak tefek,küçük,anlam içi
ufaltılmak,küçültülmek,anlam içi
ufaltmak,küçültmek,anlam içi
ufuk çizgisi,ufuk hattı,anlam içi
uğur,sur,anlam içi
uğurlama,yolculama,anlam içi
uğurlamak,yolculamak,anlam içi
uğurlamak,teşyi etmek,anlam içi
uğursuzluk,şomluk,anlam içi
uğur böceği,uçuç böceği (Coccinella septempunctata),anlam içi
uhrevi,maverai,anlam içi
uhrevi,dünyevi karşıtı,anlam içi
uhrevileşme,maveraileşme,anlam içi
uhrevileşmek,maveraileşmek,anlam içi
Ukraynalı,Ukrayn,anlam içi
ulama,vasl: art arda,anlam içi
ulama,ayırt etmek vb,anlam içi
ulan,ülen,anlam içi
ultrason,yansılanım,anlam içi
ulusallaştırma,millîleştirme,yönlendirme
ulusal basın,ulusal medya,anlam içi
ulusal dil,millî dil,yönlendirme
ulusal hakem,millî hakem,yönlendirme
uluslararasıcı,enternasyonalist,anlam içi
uluslararasılaşma,milletlerarasılaşma,anlam içi
uluslararasılaşmak,milletlerarasılaşmak,anlam içi
uluslararasılaştırılma,milletlerarasılaştırılma,anlam içi
uluslararasılaştırılmak,milletlerarasılaştırılmak,anlam içi
uluslararasılaştırma,milletlerarasılaştırma,anlam içi
uluslararasılaştırmak,milletlerarasılaştırmak,anlam içi
uluslararası hakem,milletlerarası hakem,anlam içi
uluslaşabilme,milletleşebilme,yönlendirme
uluslaşabilmek,milletleşebilmek,yönlendirme
uluslaşma,milletleşme,yönlendirme
uluslaşmak,milletleşmek,yönlendirme
uluslaştırma,milletleştirme,yönlendirme
uluslaştırmak,milletleştirmek,yönlendirme
ulussuz,milletsiz,yönlendirme
ulussuzluk,milletsizlik,yönlendirme
ulustaşlık,millettaşlık,yönlendirme
umu,umut,yönlendirme
umumi vekâletname,genel vekâletname,yönlendirme
umursamazca,umursamazcasına,anlam içi
umut,ümit,anlam içi
umutlanabilme,ümitlenebilme,anlam içi
umutlanabilmek,ümitlenebilmek,anlam içi
umutlandırma,ümitlendirme,anlam içi
umutlandırmak,ümitlendirmek,anlam içi
umutlanma,ümitlenme,anlam içi
umutlanmak,ümitlenmek,anlam içi
umutlu,ümitli,anlam içi
umutlu,ümitvar,anlam içi
umutluluk,ümitlilik,anlam içi
umutsuz,ümitsiz,anlam içi
umutsuzca,ümitsizce,anlam içi
umutsuzlanma,ümitsizlenme,anlam içi
umutsuzlanmak,ümitsizlenmek,anlam içi
umutsuzluk,ümitsizlik,anlam içi
umut kapısı,ümit kapısı,anlam içi
umut kırıklığı,ümit kırıklığı,anlam içi
ur,Çingene ahtapotu,anlam içi
urbalı,giysili,yönlendirme
urbasız,giysisiz,yönlendirme
urlaşma,tümörlenme,anlam içi
Urumca,Urum Türkçesi,yönlendirme
usa vurma,uslamlama,anlam içi
usa vurma,anlık,yönlendirme
uslamlamak,usa vurmak,yönlendirme
uslu,yaramaz karşıtı,anlam içi
ussallaştırma,aklileştirme,yönlendirme
ussallık,aklilik,yönlendirme
ustaca,ustalıkla,anlam içi
ustaca,ustacasına,anlam içi
usul,üst soy,yönlendirme
usulca,usul,yönlendirme
usulcacık,usul,yönlendirme
usulcacık,usullacık,anlam içi
usuldan,usul,yönlendirme
us dışıcı,akıl dışıcı,yönlendirme
utanç,utanma,yönlendirme
utanç duygusu,utanma duygusu,yönlendirme
utangaç,utangan,anlam içi
utanmak,mahcup olmak,anlam içi
utanmamazlık,utanmazlık,yönlendirme
utanmazca,arlanmazca,anlam içi
utanmazca,utanmazcasına,anlam içi
utanmazlık,arlanmazlık,anlam içi
utanma duygusu,arlılık,anlam içi
utanma duygusu,ut,anlam içi
uyaklandırmak,kafiyelendirmek,yönlendirme
uyaklanış,kafiyeleniş,yönlendirme
uyak düzeni,kafiye düzeni,yönlendirme
uyak örgüsü,kafiye örgüsü,yönlendirme
uyak şeması,kafiye şeması,yönlendirme
uyanıklık,yakaza,anlam içi
uyarılmak,uyandırılmak,yönlendirme
uyarlama,adapte etme,anlam içi
uyarlamak,intibak ettirmek,anlam içi
uyarlamak,adapte etmek,anlam içi
uyarlanmak,adapte olunmak,anlam içi
uyarlık,uyumluluk,yönlendirme
uyarma,ihtar,anlam içi
uyarmak,ikaz etmek,anlam içi
uydurma,şişirme haber,yönlendirme
uydurma,uyduruk,anlam içi
uydurmasyoncu,uydurmacı,yönlendirme
uydurmasyonculuk,uydurmacılık,yönlendirme
uygar,sivilize,anlam içi
uygarca,medenice,anlam içi
uygarlaştırıcı,medenileştirici,anlam içi
uygarlaştırılma,medenileştirilme,anlam içi
uygarlaştırılmak,medenileştirilmek,anlam içi
uygulama,uygu,anlam içi
uygulamak,tatbik etmek,anlam içi
uygulamalı,kuramsal karşıtı,anlam içi
Uygurca,Eski Uygur Türkçesi,yönlendirme
Uygurca,Uygur Türkçesi,yönlendirme
Uygur harfleri,Uygur alfabesi,yönlendirme
uykusu derin,uykusu ağır,yönlendirme
uyku semesi,uyku sersemi,yönlendirme
uyku seti,uyku takımı,yönlendirme
uylaşım,uzlaşma,yönlendirme
uylaşma,uzlaşma,yönlendirme
uylaşmak,uzlaşmak,yönlendirme
uylaştırılma,uzlaştırılma,yönlendirme
uylaştırılmak,uzlaştırılmak,yönlendirme
uyluk kemiği,femur,anlam içi
uymaca,uzlaşma,yönlendirme
uymacı,konformist,anlam içi
uymak,riayet etmek,anlam içi
uymak,imtisal etmek,anlam içi
uyrukluluk,tabiiyetlilik,anlam içi
uyumak,zıbarmak,anlam içi
uyumlu,uyarlı,anlam içi
uyumluluk,uyarlılık,anlam içi
uyumsuz,asenkron,anlam içi
uyuntu,uyuşuk,yönlendirme
uyuşma,uzlaşma,yönlendirme
uyuşmak,imtizaç etmek,anlam içi
uyuşmak,uzlaşmak,yönlendirme
uyuşmamazlık,uyuşmazlık,yönlendirme
uyuşturan balığı,torpil balığı,yönlendirme
uyuşturmak,uzlaştırmak,yönlendirme
uyuşturulmak,uzlaştırılmak,yönlendirme
uyuşum,uyuşurluk,anlam içi
uyutumcu,hipnozcu,yönlendirme
uyutumculuk,hipnozculuk,yönlendirme
uyuz böcekleri,uyuz böceğigiller,anlam içi
uyuz otu,kum otu (Scabiosa rotata),anlam içi
uyuz sineği,kaplan böcek,yönlendirme
uz,becerikli,anlam içi
uz,mahir,anlam içi
uzak,yakın karşıtı,anlam içi
uzaklanmak,uzaklaşmak,yönlendirme
uzaksamak,istibat etmek,anlam içi
uzak akraba,uzaktan akraba,anlam içi
Uzak Doğu,Uzak Şark,anlam içi
uzak göçüşme,lanet > nalet,anlam içi
uzak göçüşme,zerdali > zeldari vb,anlam içi
uzak metatez,uzak göçüşme,yönlendirme
uzatmak,atmak,anlam içi
uzatmalı çavuş,uzman çavuş,yönlendirme
uzatma bölümü,uzatma dakikası,yönlendirme
uzatma işareti,düzeltme işareti,yönlendirme
uzatma penaltısı,temdit penaltısı,anlam içi
uzay istasyonu,uzay üssü,anlam içi
uzgören,uzgörür,yönlendirme
uzlaşı,uzlaşma,yönlendirme
uzlaşma,uzlaşım,anlam içi
uzlaşmak,mutabık kalmak,anlam içi
uzlaşmamazlık,uzlaşmazlık,yönlendirme
uzlaştırma,uylaştırma,anlam içi
uzlaştırmak,uylaştırmak,anlam içi
uzmanlık,kompetanlık,anlam içi
uzman doktor,uzman hekim,anlam içi
uzun,kısa karşıtı,anlam içi
uzunluk,en karşıtı,anlam içi
uzun hikâye,uzun öykü,anlam içi
uzun kulaklı,eşek,yönlendirme
uzun sesli,uzun ünlü,yönlendirme
uzun ünlü,ağlamak (a:lamak) vb,anlam içi
uzun vokal,uzun ünlü,yönlendirme
uzun yol sürücüsü,uzun yol şoförü,anlam içi
üç,se,anlam içi
üçleme,triloji,anlam içi
üçlü,trio,anlam içi
Üçüncü Çağ,Üçüncü Zaman,anlam içi
üçüncü mevki,üçüncü sınıf,anlam içi
üç adım atlama,üç adım,anlam içi
üç buutlu,üç boyutlu,yönlendirme
üç ders imtihanı,üç ders sınavı,yönlendirme
üç durum yasası,üç hâl kanunu,anlam içi
üflemek,üfürmek,anlam içi
üflemeli sazlar,üflemeli çalgılar,anlam içi
üleşilebilme,paylaşılabilme,yönlendirme
üleşilebilmek,paylaşılabilmek,yönlendirme
üleştirilebilme,paylaştırılabilme,yönlendirme
üleştirilebilmek,paylaştırılabilmek,yönlendirme
üleştirilme,paylaştırılma,yönlendirme
üleştirilmek,paylaştırılmak,yönlendirme
üleştiriverme,paylaştırıverme,yönlendirme
üleştirivermek,paylaştırıvermek,yönlendirme
Ülker,Peren,anlam içi
Ülker,Pervin,anlam içi
ülke açmak,fethetmek,anlam içi
ümitleniş,umutlanış,yönlendirme
ümit dünyası,umut dünyası,yönlendirme
ünlem,Kardeşim!,anlam içi
ünlem,Canım! vb,anlam içi
ünlem,ünlem işareti,yönlendirme
ünlem işareti,ünlem (!),anlam içi
ünlü,vokal (II): a,anlam içi
ünlü,e,anlam içi
ünlü,ı,anlam içi
ünlü,i,anlam içi
ünlü,o,anlam içi
ünlü,ö,anlam içi
ünlü,u,anlam içi
ünlü,ü,anlam içi
ünlülük,namdarlık,anlam içi
ünlülük,şöhretlilik,anlam içi
ünlü benzeşmesi,ünlü uyumu,yönlendirme
ünlü harf,ünlü,yönlendirme
ünlü kaynaşması,ne için > niçin,anlam içi
ünsüzlük,şöhretsizlik,anlam içi
ünsüz harf,ünsüz,yönlendirme
ünsüz ikizleşmesi,ikizleşme: döşek > döşşek,anlam içi
ünsüz ikizleşmesi,eşek > eşşek,anlam içi
ünsüz ikizleşmesi,sakız > sakkız,anlam içi
ünsüz ikizleşmesi,otuz > ottuz vb,anlam içi
ünsüz tekleşmesi,tekleşme: kassap > kasap,anlam içi
ünsüz tekleşmesi,sarraç > saraç vb,anlam içi
ünsüz uyumu,sessiz uyumu: açık-ça,anlam içi
ünsüz uyumu,sepet -te,anlam içi
ünsüz uyumu,bıç-kı vb,anlam içi
üretici,tüketici karşıtı,anlam içi
üretim,tüketim karşıtı,anlam içi
ürkek,ürkekçe,anlam içi
ürkmek,tevahhuş etmek,anlam içi
üryani eriği,üryani,anlam içi
üs,5 ise tabandır,anlam içi
üst,alt karşıtı,anlam içi
üstadane,üstatça,yönlendirme
üsteleme,tekit,anlam içi
üstelemek,tekit etmek,anlam içi
üstelemek,depreşmek,anlam içi
üstelemek,nüks etmek,anlam içi
üstelemek,inzimam etmek,anlam içi
üstenci,yüklenici,yönlendirme
üstencilik,yüklenicilik,yönlendirme
üstenmek,taahhüt etmek,anlam içi
üstlenmek,yüklenmek,anlam içi
üstlenmek,deruhte etmek,anlam içi
üstüne,üzerine,anlam içi
üstünkörü,baştan savma,anlam içi
üstünkörü,yalan yanlış,anlam içi
üstünkörü,üstten,anlam içi
üstünkörü,yalapşap,anlam içi
üstünlük,faiklik,anlam içi
üstünlük duygusu,üstünlük hissi,anlam içi
üstünlük duygusu,üstünlük karmaşası,anlam içi
üstünlük duygusu,üstünlük kompleksi,anlam içi
üstü kapalı,eskülabi,anlam içi
üst üste,arka arkaya,yönlendirme
üşenç,üşengeçlik,yönlendirme
üşengeç,üşengen,anlam içi
üşengeçlik,üşengenlik,anlam içi
üşengeçlik,tekâsül,anlam içi
üşme,üşüşme,yönlendirme
üşmek,üşüşmek,yönlendirme
üşürme,saldırtma,yönlendirme
üşürmek,saldırtmak,yönlendirme
üşütmek,soğuk almak,anlam içi
ütmek,utmak,anlam içi
ütmek,yutmak,anlam içi
ütü masası,ütü tahtası,anlam içi
üvey ana,üvey anne,yönlendirme
üvey baba,cicibaba,anlam içi
üvey çocuk,üvey evlat,yönlendirme
üye,uzuv,anlam içi
üye aidatı,üyelik aidatı,yönlendirme
üzeri,üst,yönlendirme
üzme,tazip,anlam içi
üzüm şekeri,glikoz,yönlendirme
üzünç,üzüntü,yönlendirme
üzünçlü,üzüntülü,yönlendirme
üzüntü,burkuntu,anlam içi
üzüntü,teessür,anlam içi
vadeli hesap,vadeli mevduat,anlam içi
vadesiz hesap,vadesiz mevduat,anlam içi
vahdetivücut,varlık birliği,yönlendirme
vahim,vahametli,anlam içi
vahit,tek,yönlendirme
vahşi,yabani,yönlendirme
vahşice,vahşicesine,anlam içi
vahşice,vahşiyane,anlam içi
vahşileşme,yabanileşme,yönlendirme
vahşileşmek,yabanileşmek,yönlendirme
vahşileştirme,yabanileştirme,yönlendirme
vahşileştirmek,yabanileştirmek,yönlendirme
vahşilik,yabanilik,yönlendirme
vahşi hayvan,yabani hayvan,yönlendirme
vakfiye,vakıfname,yönlendirme
vale,oda hizmetçisi,yönlendirme
valf,vana,yönlendirme
valilik,vilayet,anlam içi
vallahi,valla,anlam içi
vallahi,vallaha,anlam içi
vallahi billahi,vallahi tallahi,anlam içi
Vandalizm,Vandallık,yönlendirme
vantrilok,karnından konuşan,yönlendirme
vantuz,çekmen,anlam içi
varak,varaka,anlam içi
varış çizgisi,bitiş çizgisi,anlam içi
variyet,zenginlik,yönlendirme
variyetli,zengin,yönlendirme
varlık,popülasyon,anlam içi
varlıklı,zengin,yönlendirme
varlıklılık,zenginlik,yönlendirme
varlık nedeni,varlık sebebi,yönlendirme
varma,vusul,anlam içi
varmak,vasıl olmak,anlam içi
varoluş,öz karşıtı,anlam içi
varsayılmak,farz olunmak,anlam içi
varsaymak,farz etmek,anlam içi
varsıllık,zenginlik,yönlendirme
varsıl erki,zengin erki,anlam içi
varyasyon,varyete,anlam içi
var gücüyle,var kuvvetiyle,anlam içi
vasıfsız işçi,niteliksiz işçi,yönlendirme
vasıta,taşıt,yönlendirme
vasıta hâli,araç durumu,yönlendirme
vasilik,vesayet,anlam içi
vasiyet,vasiyetname,yönlendirme
vasl,ulama,yönlendirme
vatani görev,vatani vazife,anlam içi
vatansızlık,haymatlosluk,anlam içi
vatvat,ebabil,yönlendirme
vatvat,yarasa,yönlendirme
vazgeçme,geri çekilme,anlam içi
vazgeçme,vazgelme,anlam içi
vazgeçmek,vazgelmek,anlam içi
vazife kurbanı,görev şehidi,yönlendirme
vazife şehidi,görev şehidi,yönlendirme
veba,taun,anlam içi
vefakâr,vefalı,anlam içi
vefat ilmühaberi,ölüm kâğıdı,yönlendirme
vejetasyon,ur,yönlendirme
vekillik,asalet karşıtı,anlam içi
vektör,yöney,anlam içi
vekâlet,vekillik,yönlendirme
velayet,velilik,yönlendirme
velhasıl,kısacası,yönlendirme
velhasılıkelam,kısacası,yönlendirme
velut,verimli,yönlendirme
vere,vire,yönlendirme
verecek,"borç, alacak karşıtı",yönlendirme
verecekli,"borçlu, alacaklı karşıtı",yönlendirme
vergili,verimli,yönlendirme
vergili,verici,yönlendirme
vergi yükümlüsü,vergi mükellefi,anlam içi
veri,data,anlam içi
verici,donör,anlam içi
verimkâr,verimli,yönlendirme
verimlilik,biteklik,anlam içi
verimlilik,verimkârlık,anlam içi
verimlilik,mümbitlik,anlam içi
verimsiz,semeresiz,anlam içi
verme,lütfetme,anlam içi
vermek,uçlanmak,anlam içi
vesikalık,vesikalık fotoğraf,yönlendirme
vesikalık fotoğraf,vesika fotoğrafı,anlam içi
vesikalık fotoğraf,vesikalık resim,anlam içi
vesselam,kısacası,yönlendirme
vesvesecilik,kuruntululuk,yönlendirme
vesveselilik,kuruntululuk,yönlendirme
vesvesesizlik,kuruntusuzluk,yönlendirme
veteriner,veteriner hekim,anlam içi
veteriner hekimliği,veterinerlik,yönlendirme
vetire,tarz,yönlendirme
veya,veyahut,anlam içi
vezaret,vezirlik,yönlendirme
vezin,tartı,yönlendirme
vezinli,tartılı,yönlendirme
vezinsiz,tartısız,yönlendirme
vezneci,veznedar,anlam içi
veznecilik,veznedarlık,anlam içi
ve benzeri,vesaire,anlam içi
vırıldama,vırlama,anlam içi
vırıldamak,vırlamak,anlam içi
vırt zırt,ikide bir,yönlendirme
vızıldama,vızlama,anlam içi
vızıldamak,vızlamak,anlam içi
vibrasyon tecridi,titreşim önleyici,yönlendirme
vicdansızca,vicdansızcasına,anlam içi
vidanjör,boşaltıcı,yönlendirme
video,videoteyp,yönlendirme
virajlı,dönemeçli,yönlendirme
virajsız,dönemeçsiz,yönlendirme
virman,para aktarımı,yönlendirme
viskozite,ağdalılık,yönlendirme
vitir,vitir namazı,yönlendirme
viyolacı,viyolonist,anlam içi
viyolonselci,çellist,anlam içi
viyolonselci,viyolonselist,anlam içi
vizon,mink (Mustela vison),anlam içi
vizyon,ülkü,yönlendirme
vokal,ünlü,yönlendirme
vokal uyumu,ünlü uyumu,yönlendirme
voleybol,uçan top,anlam içi
volfram,tungsten (simgesi W),anlam içi
voli,vurgun,yönlendirme
vurdumduymamazlık,vurdumduymazlık,yönlendirme
vurdumduymaz,duvar yüzlü,anlam içi
vurguncu,ihtikârcı,anlam içi
vurgunculuk,spekülatörlük,anlam içi
vurmalı sazlar,vurmalı çalgılar,anlam içi
vurmalı sazlar,perküsyon,anlam içi
vurucu güç,vurucu tim,anlam içi
vücut dili,beden dili,yönlendirme
vücut ısısı,vücut sıcaklığı,yönlendirme
vüsat,uzam,yönlendirme
vârislik,mirasçılık,yönlendirme
yabancı,el,anlam içi
yabancı,yad,anlam içi
yabancı,yadırgı,anlam içi
yabancılaşmak,bigâne düşmek,anlam içi
yabancıllık,egzotiklik,anlam içi
yabancı saha,dış saha,yönlendirme
yabanıl,yabansı,yönlendirme
yabanıl,yabani (bitki),yönlendirme
yabanıl,yabani (hayvan),yönlendirme
yabanıllaşma,yabanileşme,yönlendirme
yabanıllaşmak,yabanileşmek,yönlendirme
yabani,yabanıl,anlam içi
yabani,evcil karşıtı,anlam içi
yabani enginar,kenger,yönlendirme
yabani gül,yaban gülü,yönlendirme
yabani marul,yağ marulu (Lactuca serriola),anlam içi
yabani mercanköşk,farekulağı (Origanum vulgare),anlam içi
yabani sarımsak,köpek soğanı,anlam içi
yabani turp,yaban turpu,yönlendirme
yaban arısı,sarıca (Vespa vulgaris),anlam içi
yaban fesleğeni,yer fesleğeni,yönlendirme
yaban gülü,yabani gül (Rosa canina),anlam içi
yaban havucu,karakavza (Pastinaca sativa),anlam içi
yaban inciri,yabani incir,anlam içi
yaban kazı,sakar meke (Anser anser),anlam içi
yaban kedisi,dağ kedisi. (Felis silvestris),anlam içi
yaban keteni,su keteni,yönlendirme
yaban koyunu,muflon (Ovis ammon),anlam içi
yaban mersini,çobanüzümü (Vaccinium myrtillus),anlam içi
yaban pancarı,pazı,yönlendirme
yaban pazısı,ıştır,yönlendirme
yaban sümbülü,kedi nanesi,yönlendirme
yaban tavşanı,ada tavşanı,yönlendirme
yaban teresi,horozcuk otu,yönlendirme
yaban turpu,eşek turpu,anlam içi
yaban turpu,yabani turp (Raphanus raphanistrum),anlam içi
yadımlama,özümleme karşıtı,anlam içi
yadsımak,inkâr etmek,anlam içi
yağlı kâğıt,pişirme kâğıdı,yönlendirme
yağma,talan,anlam içi
yağmalama,talanlama,anlam içi
yağmalamak,talanlamak,anlam içi
yağmalanma,talanlanma,anlam içi
yağmalanmak,talanlanmak,anlam içi
yağmur,yağar,anlam içi
yağmur,yağış,anlam içi
yağmur,rahmet,anlam içi
yağmurca,dağ keçisi,yönlendirme
yağmurluk,trençkot,anlam içi
yağmurluk,empermeabl,anlam içi
yağmurölçer,yağışölçer,yönlendirme
yağmur kuşu,altın yağmurcun (Charadrius fluvialis),anlam içi
yağmur taşı,yada taşı,yönlendirme
yağrın,kürek kemiği,yönlendirme
yağsı,yağımsı,anlam içi
yağ bezi,yağ bezleri,yönlendirme
yağ lambası,yağ kandili,yönlendirme
yağ marulu,yabani marul,yönlendirme
yağ şalgamı,küçük şalgam,yönlendirme
yağ tulumu,yağ fıçısı,anlam içi
yağ tulumu,yağ küpü,anlam içi
Yahudi Almancası,Yiddiş,anlam içi
Yahudi baklası,termiye,yönlendirme
Yahudi ebegümeci,mülhiye,yönlendirme
Yahudi tavlası,kız tavlası,yönlendirme
yahut,veya,yönlendirme
yak,Tibet öküzü,anlam içi
yak,Tibet sığırı (Bos grunniens),anlam içi
yaka,semt,yönlendirme
yaka,sahil,yönlendirme
yakalamak,derdest etmek,anlam içi
yakalamak,sobelemek,anlam içi
yakalamak,tutturmak,yönlendirme
yakalanmak,tutulmak,anlam içi
yakarca,tatarcık,yönlendirme
yakarış,yakarı,anlam içi
yakarış,münacat,anlam içi
yakarma,tazarru,anlam içi
yakarmak,yalvarmak,anlam içi
yakınlaşma,yakınlama,anlam içi
yakınlaşmak,yaklaşmak,anlam içi
yakınlaşmak,yakınlamak,anlam içi
yakınlık,ünsiyet,anlam içi
yakınlık eylemi,yaklaşma fiili,yönlendirme
yakınlık fiili,yaklaşma fiili,yönlendirme
yakınmak,sızlamak,anlam içi
yakıntı,şikâyet,yönlendirme
Yakın Doğu,Yakın Şark,anlam içi
yakışık,uygunluk,yönlendirme
yakışıksızlık,uygunsuzluk,anlam içi
yakıştırmak,uydurmak,yönlendirme
yakıştırmak,yormak,anlam içi
yaklaşık,takribî,anlam içi
yaklaşma,yakınlama,anlam içi
yaklaşma,iktirani mukarenet,anlam içi
yaklaşmak,yakınlamak,anlam içi
yaklaşma eylemi,yaklaşma fiili,yönlendirme
yaklaşma fiili,yakınlık fiili: düşeyazmak,anlam içi
yaklaşma fiili,öleyazmak vb,anlam içi
yaklaştırma,takrip,anlam içi
Yakut,Saha,anlam içi
Yakutça,Yakut Türkçesi,yönlendirme
yalabık,şimşek,yönlendirme
yalabık,parıltılı,yönlendirme
yalabımak,parıldamak,yönlendirme
yalamuk,soymuk,yönlendirme
yalan,şorolop,anlam içi
yalan,uydurma,yönlendirme
yalancı,sahte,yönlendirme
yalancıktan,yalandan,yönlendirme
yalancı akasya,akasya,yönlendirme
yalancı dolma,zeytinyağlı dolma,anlam içi
yalancı dünya,yalan dünya,yönlendirme
yalancı safran,papağanyemi,anlam içi
yalancı safran,aspur (Carthamus tinctorius),anlam içi
yalancı tanık,yalancı şahit,anlam içi
yalandan,sureta,anlam içi
yalandan,üstünkörü,yönlendirme
yalanlama,tekzip,anlam içi
yalanlamak,tekzip etmek,anlam içi
yalan dolan,hile hurda,anlam içi
yalap şalap,üstünkörü,yönlendirme
yaldızlama,tezhip,anlam içi
yalgın,serap,yönlendirme
yalı,sahil,yönlendirme
yalıçapkını,iskele kuşu (Alcedo atthis),anlam içi
yalın,süssüz,yönlendirme
yalınlık,sadelik,anlam içi
yalın durum,yalın hâl,anlam içi
yalın durum,mücerret,anlam içi
yalın durum,nominatif,anlam içi
yalın kelime,kök kelime,yönlendirme
yalın kılıç,tek başına,yönlendirme
yalıtıcı,yalıtkan,yönlendirme
yalıtım,yalıtma,anlam içi
yalıtım,tecrit,anlam içi
yalıtkan,iletken karşıtı,anlam içi
yalıtmak,izole etmek,anlam içi
yalıtmak,tecrit etmek,anlam içi
yalman,sarp,yönlendirme
yalnız,yalnızca,yönlendirme
yalnızca,tek,anlam içi
yalnızca,sırf,anlam içi
yalnızca,salt,anlam içi
yalnız başına,tek başına,yönlendirme
yalpak,uçurum,anlam içi
yalpı,yamaç,yönlendirme
yaltaklanmak,dalkavukluk etmek,anlam içi
yaltaklanmak,tabasbus etmek,anlam içi
yalvaç,peygamber,yönlendirme
yalvaçlık,peygamberlik,yönlendirme
yamaç,bögür,anlam içi
yamaç,yan,yönlendirme
yamaç paraşütü,parapent,anlam içi
yamalanmak,yamanmak,anlam içi
yamuk yumuk,yamru yumru,yönlendirme
yamyam,yabani,yönlendirme
yamyaş,sırılsıklam,yönlendirme
yan,profil,anlam içi
yan,taç,yönlendirme
yanardağ,volkan,anlam içi
yanaşık nizam,yanaşık düzen,yönlendirme
yanaşma,tutma,anlam içi
yanay,profil,anlam içi
yana yana,tekrar tekrar,yönlendirme
yandan çarklı,padıl,anlam içi
yandaş,yanlı,anlam içi
yandaş,tarafçı,anlam içi
yandaş,taraflı,anlam içi
yandaş,taraftar,anlam içi
yandaşlık,yanlılık,anlam içi
yandaşlık,tarafçılık,anlam içi
yandaşlık,taraflılık,anlam içi
yandaşlık,taraftarlık,anlam içi
yangın söndürücü,söndürücü,anlam içi
yanık,kavruk,anlam içi
yanıkara,şarbon,yönlendirme
yanılmak,sürçmek,yönlendirme
yanıltı,sehiv,anlam içi
yanıltıcı,paralojik,anlam içi
yanıltıcı,sofistike,anlam içi
yanıltmaca,yanıltmaç,anlam içi
yanıltmak,şaşırtmak,anlam içi
yanında,nispetle,anlam içi
yanıt,reaksiyon,anlam içi
yanıtlanma,cevaplanma,yönlendirme
yanıtlanmak,cevaplanmak,yönlendirme
yanıtlayabilme,cevaplayabilme,yönlendirme
yanıtlayabilmek,cevaplayabilmek,yönlendirme
yankesici,arpacı,anlam içi
yankesici,cep faresi,anlam içi
yankesici,tırtıkçı,anlam içi
yankesicilik,arpacılık,anlam içi
yankesicilik,tırtıkçılık,anlam içi
yankı,eko,anlam içi
yankılı,akisli,anlam içi
yankılı,ekolu,anlam içi
yankısız,akissiz,anlam içi
yankısız,ekosuz,anlam içi
yanlışlık,sakamet,anlam içi
yanlışlıkla,sehven,yönlendirme
yansı,refleks,yönlendirme
yansılama,yansıma,yönlendirme
yansılamak,yansımak,yönlendirme
yansıma,yansınım,anlam içi
yansıma,yansımalı kelime,yönlendirme
yansımalı kelime,onomatope: horlamak,anlam içi
yansımalı kelime,güm güm,anlam içi
yansımalı kelime,şırıltı,anlam içi
yansımalı kelime,vızıldamak,anlam içi
yansımalı kelime,par par yanmak vb,anlam içi
yansıtaç,yansıtıcı,yönlendirme
yansıtıcı,reflektör,anlam içi
yansıtılma,aksettirilme,anlam içi
yansıtılmak,aksettirilmek,anlam içi
yansıtım aygıtı,projeksiyon cihazı,anlam içi
yansıtım aygıtı,projeksiyon makinesi,anlam içi
yansız,tarafsız,yönlendirme
yansız,nötr,anlam içi
yansızlaştırma,nötralizasyon,anlam içi
yansızlık,tarafsızlık,yönlendirme
yansızlık,nötralizm,anlam içi
yan atışı,taç atışı,yönlendirme
yan cümle,yan tümce,anlam içi
yan etki,yan tesir,anlam içi
yan rol,yardımcı rol,anlam içi
yan yan,yanlamasına,yönlendirme
yan yan,ucun ucun,yönlendirme
yan yana,borda bordaya,anlam içi
yapağı,yapak,anlam içi
yapakçı,yapağıcı,yönlendirme
yapakçılık,yapağıcılık,yönlendirme
yapay,yapma,anlam içi
yapay,bileşimli,anlam içi
yapay,suni,anlam içi
yapay,tasni,anlam içi
yapay,sentetik,anlam içi
yapay,doğal karşıtı,anlam içi
yapay,yapmacık,yönlendirme
yapayalnız,yapyalnız,anlam içi
yapaylık,sunilik,anlam içi
yapay böbrek,suni böbrek,anlam içi
yapay dil,yapma dil,anlam içi
yapay ipek,suni ipek,anlam içi
yapay kalp,suni kalp,anlam içi
yapay solunum,suni solunum,anlam içi
yapay solunum,suni teneffüs,anlam içi
yapay solunum,hayat öpücüğü,anlam içi
yapı,strüktür,anlam içi
yapı,örgü,anlam içi
