madde,anlam,lisan,telaffuz
sarkmak,"Aşağıya doğru uzamak veya uzanmak | Karşı cins ile ilişki kurmayı veya arkadaş olmayı istemek | Bir yere gitmek, uğramak",,
sarmak,"Çevresini çevirmek, çepeçevre dolanmak | Dolayında yer almak | Bir şeyi üzerine başka bir şey koyarak kaplamak | Yumak yapmak | Şerit, ip vb.ni başka bir şeyin üzerine dolamak | Kâğıt veya bir bitki yaprağıyla dürmek | Sarılıp tırmanmak | Bir şeyi başka bir şeyin içine koyup onunla kaplamak | Taşıt tırmanmak, yükseğe doğru çıkmak | Saldırmak, hücum etmek | Bir görev veya işin yerine getirilmesini başkasına yüklemek | Sözle saldırmak; tedirgin etmek | Hoşuna gitmek, zevkini okşamak",,
sarmalamak,Sıkı sıkı sarmak,,
sarmalanmak,Sarmalama işine konu olmak veya sarmalama işi yapılmak,,
sarmaşmak,"Birbirine sarılmak, kucaklaşmak",,
sarplaşmak,Sarp bir duruma girmek,,
sarsabilmek,Sarsma ihtimali veya imkânı bulunmak,,
sarsalamak,Birini veya bir şeyi sarsmak,,
sarsılmak,Sarsma işine konu olmak | Güçsüz durumda kalmak | Beklenmedik bir olaydan olumsuz biçimde çok etkilenmek,,
sarsmak,"Birdenbire ve güçle kımıldatmak; oynatmak, sallamak, silkelemek, titretmek | Zarar verecek yolda etkilemek",,
sasımak,Küf ve çürük gibi kokmak; tefessüh etmek | Tatsız duruma gelmek,,
satabilmek,Satma ihtimali veya imkânı bulunmak,,
sataşabilmek,Sataşma ihtimali veya imkânı bulunmak,,
sataşılmak,Sataşmak işine konu olmak,,
sataşmak,"Bir kimseyi rahatsız edecek davranışta bulunmak; bulaşmak, dahletmek | Sarkıntılık etmek",,
satılabilmek,Satılma ihtimali veya imkânı bulunmak,,
satılmak,Satma işi yapılmak; gitmek | Para veya çıkar karşılığında rakip tarafa hizmet etmek,,
satıvermek,Çabucak veya kısa sürede satmak,,satı'vermek
satmak,"Bir malı bir bedel karşılığında alıcıya vermek | Bir kimse, kendini veya başkasını olduğundan daha önemli, yetkili ve değerli göstermek | Bir çıkar karşılığında bir şeyi gözden çıkarmak, feda etmek | Bir yolunu bularak birinin yanından ayrılmak",,
sattırabilmek,Sattırma ihtimali veya imkânı bulunmak,,
sattırmak,Satma işini yaptırmak veya satma zorunda bırakmak,,
savabilmek,Savma ihtimali veya imkânı bulunmak,,
savaklamak,Suyu arklara salmak,,
savaşabilmek,Savaşma ihtimali veya imkânı bulunmak,,
savaşmak,"İki ve daha çok devlet silahlı mücadele etmek; cenkleşmek, muharebe etmek [askerlik] | Bir şeyi ortadan kaldırmak, yok etmek amacıyla mücadeleye girişmek | Bir şeyi elde etmek için çaba sarf etmek | Bir güçlüğü yenmek için direnmek | Bir davayı savunmak ve yaymak için gayret göstermek | Bir düşünce veya görüşe şiddetle karşı koymak",,
savaştırmak,Savaşma işini yaptırmak,,
savatlamak,Gümüş üstüne açılan oyuklara kurşun doldurarak süsleme yapmak,,
savatlanmak,Savatlama işi yapılmak,,
savdırmak,Savma işini yaptırmak,,
savılmak,"Savma işine konu olmak; tardedilmek, tardolunmak",,
savlamak,İddia etmek,,
savmak,"İstenmeyen birini yanından uzaklaştırmak; defetmek, deflemek, tardetmek | Sıkıcı bir durumu geçirmek; atlatmak, savuşturmak, defetmek | İşleyip geçmek, etki etmek | Vakti geçmek",,
savrulabilmek,Savrulma ihtimali veya imkânı bulunmak,,
savrulmak,"Savurma işi yapılmak | Dağılmak, saçılmak",,
savsaklamak,Belirli bir sebebi olmaksızın bir işi isteyerek geri bırakmak; sallamak,,
savsaklanmak,Savsaklama işine konu olmak; ihmal edilmek,,
savsamak,"Savsaklamak, ihmal etmek",,
savulmak,Bir şeyden çekinerek bulunduğu yerden uzaklaşmak,,
savunabilmek,Savunma ihtimali veya imkânı bulunmak | Savunmaya gücü yetmek,,
savundurmak,Savunma işini yaptırmak,,
savunmak,"Herhangi bir saldırıya karşı koymak, birini veya bir yeri saldırıya karşı korumak; müdafaa etmek | Hareket veya düşünceyi söz ve yazı ile doğru, haklı göstermeye çalışmak | Yapılan bir suçlamaya veya ithama karşı kendini haklı gösterecek sebepler ileri sürmek | Bir kişiyi desteklemek, ona arka çıkmak | Futbolda bir takım kendi kalesini korumak için oyun süresince çaba göstermek [spor]",,
savunulmak,Savunma işi yapılmak,,
savurabilmek,Savurma ihtimali veya imkânı bulunmak,,
savurmak,"Havaya atıp dağıtmak | Rüzgâr, şiddetle eserek bir yeri, bir şeyi altüst etmek, havaya kaldırmak | Kaldırıp atmak; fırlatmak | Şiddetle döndürerek sallamak, kaldırarak vurmak | Bir sıvının havalanmasını sağlamak, kaynayan sıvının taşmasını önlemek veya sıvıyı soğutmak amacıyla bir kaptan veya yerden alıp yine kendi kabına veya yerine dökmek | Sallamak, uçurmak, dalgalandırmak | Yalan, küfür vb. söylemek | Boşuna ve çok miktarda harcamak; israf etmek",,
savurtmak,"Savrulmasına sebep olmak, savrulmasını sağlamak",,
savuşmak,"Bulunduğu yerden aceleyle, gizlice veya dikkati çekmeden ayrılmak | Hastalık veya başka kötü bir durum geçmek, iyileşmek",,
savuşturabilmek,Savuşturma ihtimali veya imkânı bulunmak,,
savuşturmak,"Geçiştirmek, atlatmak; defetmek",,
savuşuvermek,Çabucak savuşmak,,savuşu'vermek
sayabilmek,Sayma ihtimali veya imkânı bulunmak,,
saydamlaşmak,"Saydam bir duruma gelmek; şeffaflaşmak | Belirgin, açık bir duruma gelmek",,
saydamlaştırılmak,Saydam duruma getirilmek; şeffaflaştırılmak,,
saydamlaştırmak,Saydam duruma getirmek; şeffaflaştırmak,,
saydırabilmek,Saydırma ihtimali veya imkânı bulunmak,,
saydırmak,"Sayma işini yaptırmak, sayısını buldurmak, sayı belirterek sonuç almak | Sözünü dinletmek, saygı gösterilmesini sağlamak | Sövüp saymak",,
saydırtmak,Saydırma işini yaptırmak,,
sayfalamak,"Ana belleği sayfalara ayırarak kullanmak [bilişim] | Gazete, dergi vb. yayınlarda sayfa düzeni yapmak",,
sayfalandırmak,"Gazetecilikte, basımevinde dizilen yazılara sayfa düzeni vermek",,
sayıklamak,"Uykuda veya bir hastalığın verdiği dalgınlık sırasında anlamsız, tutarsız sözler söylemek | İstediği, özlediği bir şeyden sürekli söz etmek",,
sayılabilmek,"Sayılma ihtimali veya imkânı bulunmak; addedilebilmek, addolunabilmek",,
sayılamak,Nesnelerin veya olayların niceliğini rakamlarla belirtmek,,
sayılmak,"Sayma işine konu olmak; addedilmek, addolunmak",,
sayımlamak,Sayım yapmak,,
sayısallaşmak,"Yazı, fotoğraf, harita vb. fiziki veriler bilgisayar, akıllı telefon, tablet vb. teknolojik araçlar tarafından okunabilecek, düzenlenebilecek ve gerektiğinde kullanılabilecek biçimde elektronik ortama aktarılmak; dijitalleşmek | Birey bilgisayar, akıllı telefon, tablet gibi teknolojik araçlar aracılığıyla sanal ortamdaki ilişkiler ağı içinde varlık göstermek; dijitalleşmek",,
sayısallaştırmak,"Yazı, fotoğraf, harita vb. fiziki verileri çeşitli araç ve yöntemlerle 0’lar ve 1’ler olmak üzere sayılar hâlinde elektronik ortama aktararak bilgisayar, akıllı telefon, tablet vb. ortamlarda saklayıp istenildiğinde okunabilecek, düzenlenebilecek ve kullanılabilecek bir biçime dönüştürmek; dijitalleştirmek | Bir olayı yalnız sayı olarak görmek",,
sayışmak,"Çocuk oyunlarında sayı sayarak ebeyi belirlemek | Ödeşmek, hesaplaşmak, hesabına saymak; takas etmek",,
sayıvermek,Çabucak saymak,,sayı'vermek
saykallamak,Saykal kullanarak parlatmak; cilalamak,,
saymak,"Bir şeyin kaç tane olduğunu anlamak için bunları birer birer elden veya gözden geçirmek, sayısını bulmak | Sayıları arka arkaya söylemek | Birini veya bir şeyi herhangi başka bir şey yerine koymak veya ona herhangi bir şey gözüyle bakmak; addetmek | … olduğunu veya olacağını varsaymak, kabul etmek | Arka arkaya söylemek, sıralamak | Ödemek, peşin vermek | Geçer tutmak | Değeri, üstünlüğü, yaşlılığı, yararlılığı dolayısıyla bir kimseye değer vermek, hürmet etmek | Hesaba katmak, dikkate almak",,
sayrımsamak,Gerçekte hasta olmadığı hâlde kendini hasta göstermek; temaruz etmek,,
sebeplendirmek,Sebeplenme işini yaptırmak,,
sebeplenmek,Kendisine dolaylı olarak yarar sağlamak,,
seçebilmek,Seçme ihtimali veya imkânı bulunmak,,
seçilebilmek,Seçilme ihtimali veya imkânı bulunmak,,
seçilmek,Seçme işine konu olmak,,
seçkinleşmek,Seçkin duruma gelmek,,
seçmek,"Benzerleri arasında hoşa gideni seçip almak veya yararlanmak için ayırmak; saylamak | Birini oy vererek bir göreve getirmek | Bir şeyi üstün, iyi, uygun bularak yeğlemek | Ne olduğunu anlamak, fark etmek | Farklı görmek, üstün görmek | Tercihini bir yönde kullanmak | Titiz davranmak, kolay kolay beğenmemek",,
seçtirebilmek,Seçtirme ihtimali veya imkânı bulunmak,,
seçtirmek,Seçme işini yaptırmak,,
seçtirtmek,Seçtirme işini yaptırmak,,
seğirmek,Genellikle vücudun bir yerinde deri ile birlikte derinin hemen altındaki kaslar hafifçe oynamak; seğrimek,,
seğirtmek,Sıçrayarak yakın bir yere doğru koşmak,,
sekilemek,Bir yamacı ağaçlandırmak için sekiler (I) yapmak; teraslamak,,
sekilenmek,Seki durumuna getirilmek; teraslanmak,,
sekmek,"Tek veya iki ayak üzerinde sıçramak | Tek veya iki ayak üzerinde sıçrayarak ilerlemek | Atılan bir nesne bir yere dokunduktan sonra sıçrayarak gitmek | Bir yere, bir cisme çarparak yön değiştirmek; cıvmak | Aralık vermek",,
sektirebilmek,Sektirme ihtimali veya imkânı bulunmak,,
sektirmek,Sekmesine sebep olmak; sekitmek,,
sekülerleşmek,"Bilimsel gelişme, rasyonelleşme ve modernleşme ile birlikte dinin bireysel alışkanlıklardan sosyal kurumlara varıncaya dek hayatın bütün boyutları üzerindeki etkisinin azalmasını savumak [felsefe]",,
selametlemek,"Yolcuyu, konuğu uğurlamak, geçirmek",,
selamlamak,"Bir kimseyle karşılaşıldığında, birinin yanına gidildiğinde veya yanından uzaklaşıldığında kendisine sözle veya işaretle bir nezaket gösterisi yapmak; selam vermek, esenlemek",,
selamlanmak,Selamlama işi yapılmak,,
selamlaşabilmek,Selamlaşma ihtimali veya imkânı bulunmak,,
selamlaşmak,Birbirine selam vermek; esenleşmek | Çok az tanışmak,,
selamlayabilmek,Selamlama ihtimali veya imkânı bulunmak,,
selbetmek,"Zorla almak, kapmak | Kaldırma, kaçırma, yok etme",Arapça selb + Türkçe etmek,se'lbetmek
semeleşmek,Seme duruma gelmek,,
semerlemek,Semer vurmak,,
semerlenmek,"Semerleme işi yapılmak, semer vurulmak",,
semerletmek,Semer taktırmak,,
semirmek,"Besili, yağlı bir duruma gelmek; beslemek",,
semirtmek,"Besili, yağlı bir duruma getirmek; beslemek",,
semizlemek,Semiz duruma gelmek; semirmek,,
semizlenmek,"Semiz duruma gelmek, semiz olmak",,
semizleşmek,Semiz duruma gelmek,,
semizletmek,Semizleme işini yaptırmak,,
sendelemek,"Dengesi bozularak düşecek gibi olmak, adımlarını şaşırmak | Herhangi bir olay karşısında ne yapacağını şaşıracak kadar sarsılmak",,
sendeletmek,Sendeleme işini yaptırmak,,
sendikalaşmak,Sendikalı duruma gelmek,,
sendikalaştırmak,Sendika hâlinde teşkilatlandırmak,,
senetleşmek,Birbirine senet vermek,,
sentezlemek,Sentez durumuna getirmek,,
sepelemek,Kısa süreler içinde ve seyrek damlalar hâlinde yağmak; serpelemek,,
sepetlemek,"Meyve, sebze vb.ni sepete koymak, sepete yerleştirmek | Başından savmak | İşinden çıkarmak",,
sepetlenmek,Sepetleme işi yapılmak,,
sepetleyebilmek,Sepetleme ihtimali veya imkânı bulunmak,,
sepileme,Sepilemek işi; tabaklama (II),,
sepilemek,"Deri, post vb.ni kullanılabilecek bir duruma getirmek için çeşitli işlemlerden geçirmek; tabaklamak (II)",,
sepilenmek,Sepileme işi yapılmak; tabaklanmak (II),,
serbestlemek,Sıkıcı bir durumdan veya kalabalıktan kurtulmak,,
serbestleşmek,Serbest duruma gelmek,,
serbestleştirmek,Serbestleşme işini yaptırmak,,
serdetmek,İleri sürmek,Arapça serd + Türkçe etmek,se'rdetmek
serdirmek,Serme işini yaptırmak,,
serebilmek,Serme ihtimali veya imkânı bulunmak,,
sergilemek,"Bazı şeyleri göstermek, tanıtmak veya satmak amacıyla herhangi bir biçimde, herkesin görebileceği bir yere yerleştirmek; teşhir etmek | Vermek veya sunmak",,
sergilenmek,Sergileme işi yapılmak | Verilmek veya sunulmak,,
sergiletmek,Sergileme işini yaptırmak,,
sergileyebilmek,Sergileme ihtimali veya imkânı bulunmak,,
serilebilmek,Serilme ihtimali veya imkânı bulunmak,,
serilmek,Serme işi yapılmak; yayılmak | Bir yere uzanıp yatmak,,
serinlemek,"Hava serin bir duruma gelmek, hafifçe soğumak; serinleşmek | Hafif soğukluk duymak",,
serinlendirmek,Serinlenme işini yaptırmak,,
serinlenmek,Serinlik duymak,,
serinleşmek,"Serin duruma gelmek; serinlemek, serinlik vermek",,
serinletebilmek,Serinletme ihtimali veya imkânı bulunmak,,
serinletmek,Serin duruma getirmek; serinlik vermek,,
serinleyebilmek,Serinleme ihtimali veya imkânı bulunmak,,
serivermek,Çabucak veya kısa sürede sermek,,seri'vermek
sermek,"Kurutmak için asmak | Göstermek amacıyla asmak veya yaymak | Düz bir yere yaymak | Açarak yaymak veya döşemek | Boylu boyunca yere yatırmak, düşürmek veya hırpalamak | Boşlamak, savsaklamak",,
serpebilmek,Serpme ihtimali veya imkânı bulunmak,,
serpelemek,Sürekli olarak ve az serpmek,,
serpilmek,"Serpme işine konu olmak | Gelişmek, büyümek",,
serpiştirebilmek,Serpiştirme ihtimali veya imkânı bulunmak,,
serpiştirilmek,Serpiştirme işine konu olmak,,
serpiştirmek,"Yağmur veya kar azar azar, ince ince yağmak; serpmek | Gelişigüzel serpmek",,
serpmek,"Bir şeyi dağılacak biçimde dökmek | Belli bir yere dağılacak biçimde dökmek; ekmek (II) | Yağmur veya kar azar azar, ince ince yağmak; serpiştirmek | Vermek, saçmak",,
serptirmek,Serpme işini yaptırmak,,
sersemlemek,Sersem duruma gelmek,,
sersemleşmek,Sersem duruma gelmek,,
sersemleştirmek,Sersemleşme işini yaptırmak,,
sersemletmek,Sersemlemesine sebep olmak,,
serserileşmek,"Serseri duruma gelmek, serseri olmak",,
sertelmek,Direnci artmak,,
sertlenmek,Sert bir tavır almak; sertleşmek,,
sertleşebilmek,Sertleşme ihtimali veya imkânı bulunmak,,
sertleşmek,"Sert bir durum almak; katılaşmak | Gücü artmak, zorlu bir durum almak | Erkeklik organı, içindeki damarlara kan dolması ile birlikte sert ve dik duruma gelmek [tıp] | Bir kimsenin davranış veya sözleri sert, kırıcı olmak; sertelmek",,
sertleştirmek,"Sert bir duruma getirmek, sertleşmesine sebep olmak",,
seslemek,"Dinlemek, kulak vermek",,
seslendirebilmek,Seslendirme ihtimali veya imkânı bulunmak | Seslendirme becerisi bulunmak,,
seslendirilmek,Seslendirme işi yapılmak,,
seslendirmek,"Sesli duruma getirmek, sesli olmasını sağlamak | Hissedilen bir duyguyu, düşünülen bir fikri dile getirmek, duyurmak | Sesi, çekimden sonra film üzerine geçirmek; kaydetmek [sinema] | Bir müzik eserini okumak [müzik]",,
seslenebilmek,Seslenme ihtimali veya imkânı bulunmak | Seslenmeye gücü yetmek,,
seslenilmek,Seslenme işi yapılmak,,
seslenmek,"Uzaktan bağırarak çağırmak; ünlemek | Bir şey söylemek için sesini çıkarmak veya cevap vermek | Sözü birine veya birilerine yöneltmek, birine karşı söylemek; hitap etmek",,
sesletmek,Sesleme işini yaptırmak,,
sessizleşmek,"Sessiz duruma gelmek, sessiz olmak",,
sessizleştirmek,Sessizleşme işini yaptırmak,,
setretmek,"Bir şeyi örtmek, gizlemek",Arapça setr + Türkçe etmek,se'tretmek
sevdalanmak,Sevdaya tutulmak,,
sevdirebilmek,Sevdirme ihtimali veya imkânı bulunmak,,
sevdirmek,Sevmesini sağlamak,,
sevdirtmek,Sevdirme işini yaptırmak,,
sevebilmek,Sevme ihtimali veya imkânı bulunmak,,
sevilebilmek,Sevilme ihtimali veya imkânı bulunmak,,
sevilmek,"Sevgi duyulmak, sevgi beslenilmek",,
sevimlileşmek,Sevimli duruma gelmek,,
sevimlileştirmek,"Sevimli duruma getirmek, sevimli olmasını sağlamak",,
sevimsizleşmek,Sevimsiz duruma gelmek; antipatikleşmek,,
sevimsizleştirmek,Sevimsiz duruma getirmek; antipatikleştirmek,,
sevindirebilmek,Sevindirme ihtimali veya imkânı bulunmak | Sevindirme becerisi bulunmak,,
sevindirilmek,Sevindirme işi yapılmak,,
sevindirmek,"Sevinmesine yol açmak, sevinmesini sağlamak",,
sevinebilmek,Sevinme ihtimali veya imkânı bulunmak,,
sevinmek,Sevinç duymak,,
sevişebilmek,Sevişme ihtimali veya imkânı bulunmak | Sevişme becerisi bulunmak,,
sevişmek,"Birbirini sevmek | Birbirini kucaklamak, öpmek, okşamak vb. eylemlerde bulunmak | Cinsel ilişkide bulunmak, aşk yapmak",,
seviştirmek,Sevişme işini yaptırmak,,
sevmek,"Sevgi ve bağlılık duymak | Birine sevgiyle bağlanmak; gönül vermek | Çok hoşlanmak | Yerini, şartlarını uygun bulmak",,
seyredebilmek,Seyretme ihtimali veya imkânı bulunmak,Arapça seyr + Türkçe edebilmek,se'yredebilmek
seyredilmek,Seyretme işine konu olmak,Arapça seyr + Türkçe edilmek,se'yredilmek
seyredivermek,Bir anda seyretmek,,seyredi'vermek
seyrekleşmek,Seyrek duruma gelmek; seyrelmek,,
seyrekleştirmek,"Seyrek duruma getirmek; aralamak, seyreltmek",,
seyreltilmek,"Seyreltme işi yapılmak | Bir sıvı, bir miktar su veya sıvı katılarak az yoğun duruma getirilmek [kimya]",,
seyreltmek,Seyrek duruma getirmek | Sıvıyı bir miktar su veya sıvı katarak az yoğun duruma getirmek; inceltmek,,
seyretmek,"Bir şeyin durumunu, oluşumunu gözlemek, bakmak | Bir olaya karışmadan bakmak | Eğlenmek, görmek, öğrenmek vb. için bakmak, izlemek | Taşıt, ilerlemek, yol almak | Hastalık vb. sürmek, devam etmek",Arapça seyr + Türkçe etmek,se'yretmek
seyrettirmek,Seyretme işini yaptırmak,,se'yrettirmek
seyreylemek,"Bir şeyi seyretmek, geriden gözlemek",Arapça seyr + Türkçe eylemek,se'yreylemek
sezdirebilmek,Sezdirme ihtimali veya imkânı bulunmak,,
sezdirmek,"Sezmesine yol açmak, belli etmek; hissettirmek, sezindirmek",,
sezdirtmek,Sezdirme işini yaptırmak,,
sezebilmek,Sezme ihtimali veya imkânı bulunmak | Sezme becerisi bulunmak,,
sezilebilmek,Sezilme ihtimali bulunmak,,
sezilmek,"Bir şey, bir durum anlaşılmak; hissedilmek",,
sezinlemek,Sezer gibi olmak,,
sezinleyebilmek,Sezinleme ihtimali veya imkânı bulunmak | Sezinleme becerisi bulunmak,,
sezmek,"Açık bir kanıt olmaksızın, olmuş veya olacak bir şeyi anlamak | Anlamak, fark etmek",,
sıcaklamak,Sıcaktan bunalmak,,
sıcaklanmak,Sıcaktan bunalmak,,
sıcaklaşmak,Sıcak duruma gelmek,,
sıcaklaştırmak,Sıcak duruma getirmek,,
sıçabilmek,Sıçma ihtimali veya imkânı bulunmak | Sıçmaya gücü yetmek,,
sıçmak,"Dışkıyı vücuttan dışarı atmak | Bozmak, berbat etmek | Pek güç bir duruma düşmek, kötü durumda kalmak",,
sıçramak,"Ayaklarla, birdenbire ve kuvvetle yeri teperek hızla yukarıya veya ileriye atılmak | Bir uyarı veya heyecan sebebiyle ürkerek birdenbire olduğu yerde doğrulur gibi sarsılmak | Yerinden koparak hızla, parçalar durumunda savrulmak | Yayılmak, bir yerden başka bir yere geçmek",,
sıçratabilmek,Sıçratma ihtimali veya imkânı bulunmak,,
sıçratmak,Sıçrama işini yaptırmak,,
sıçrayabilmek,Sıçrama ihtimali veya imkânı bulunmak | Sıçrama becerisi bulunmak,,
sıçtırmak,Sıçma işini yaptırmak,,
sıfatlandırmak,Herhangi bir kimseye bir sıfat veya ünvan vermek,,
sıfatlaştırmak,"Bir sözü sıfat durumuna getirmek, sıfat olarak kullanmak",,
sıfırlamak,"Bir denklemdeki bütün terimleri yalnız bir yanda toplayarak denklemin öbür yanını eşit duruma getirmek [matematik] | Sayma işlemi yapan bir göstergeyi sıfır sayısına getirmek [matematik] | Yok saymak, hiç yokmuş gibi düşünmek | Alacak verecek hesabını sıfır duruma getirmek, kapatmak",,
sıfırlanmak,Sıfırlama işi yapılmak,,
sıfırlatmak,Sıfırlama işini yaptırmak,,
sığabilmek,Sığma ihtimali veya imkânı bulunmak,,
sığdırabilmek,Sığdırma ihtimali veya imkânı bulunmak | Sığdırma becerisi bulunmak,,
sığdırılmak,Sığdırma işi yapılmak,,
sığdırıvermek,Kolayca sığdırmak,,sığdırı'vermek
sığdırmak,"Bir şeyin bir kabın veya bir yerin içine sığmasını sağlamak, aldırmak",,
sığınabilmek,Sığınma ihtimali veya imkânı bulunmak,,
sığınılmak,Sığınma işi yapılmak,,
sığınıvermek,Çabucak sığınmak,,sığını'vermek
sığınmak,"Tehlikelerden kaçarak güvenilir bir yere çekilmek | Korunmak amacıyla bir yere veya birine başvurmak, başkalarının yardım ve korunmasına ihtiyaç duymak | Genellikle siyasi sebeplerle kendi ülkesinden kaçıp başka ülkeye gitmek; iltica etmek | Güvenmek, yardım istemek veya ummak",,
sığışmak,"Ancak sığmak, güçlükle sığmak",,
sığıştırabilmek,Sığıştırma ihtimali veya imkânı bulunmak | Sığıştırma becerisi bulunmak,,
sığıştırmak,Güçlükle sığdırmak,,
sığlaşmak,Sığ duruma gelmek,,
sığlaştırmak,Sığlaşma işini yaptırmak,,
sığmak,"Bir kaba, bir yere bütünüyle girebilmek veya içinden geçebilmek; girmek | Uygun düşmek, yakışmak, kabul edilebilir olmak",,
sıkabilmek,Sıkma ihtimali veya imkânı bulunmak | Sıkmaya gücü yetmek,,
sıkılamak,"Sıkı duruma getirmek | Dolma tüfek, tabanca vb. ateşli silahları ağızdan doldurup sıkıştırmak | İyice tembih etmek",,
sıkılanmak,Sıkılama işi yapılmak,,
sıkılaştırmak,Sıkı duruma getirmek,,
sıkılmak,Sıkma işi yapılmak | Can sıkıntısı duymak | Utanıp çekinmek | Sıkıntıya düşmek,,
sıkınmak,Kendini sıkmak,,
sıkışabilmek,Sıkışma ihtimali veya imkânı bulunmak | Sıkışma özelliği bulunmak,,
sıkışıvermek,Çabucak veya ansızın sıkışmak,,sıkışı'vermek
sıkışmak,"Kalabalıktan dolayı birbirine çok yaklaşmak | İki şey arasında kalmak | Yerinden oynamamak | Dar bir yere zorla sığmak veya sığdırılmak | Zor bir durumda kalmak | Sıkıntı ve darlık çekmek, çarpıntı duymak; daralmak | Tuvalet ihtiyacı gelmek | Darlık çekmek, parasız kalmak",,
sıkıştırabilmek,Sıkıştırma ihtimali veya imkânı bulunmak | Sıkıştırma becerisi bulunmak,,
sıkıştırılmak,Sıkıştırma işi yapılmak,,
sıkıştırmak,"Bir şeyi dar bir yere zorla sığdırmak; tıkmak | Bir nesneyi sıkıca duracak biçimde bir yere koymak, yerleştirmek veya orada tutmak | Gevşek veya seyrek olan şeyleri birbirine yaklaştırarak sıkı duruma getirmek; sıkılamak | Bir şeyin sıkışmasına, kısılmasına, ezilmesine sebep olmak | Üstüne düşüp zorlamak | Elle sarkıntılık etmek",,
sıkıvermek,Çabucak sıkmak,,sıkı'vermek
sıklaşmak,"Sık duruma gelmek veya sıkça ortaya çıkmak, sık görülmek",,
sıklaştırabilmek,Sıklaştırma ihtimali veya imkânı bulunmak | Sıklaştırma becerisi bulunmak,,
sıklaştırılmak,Sıklaştırma işi yapılmak,,
sıklaştırmak,"Sık duruma getirmek veya sıkça yapmak, sayısını artırmak",,
sıkmak,"Çevresine sarılarak veya bir şey sararak çepeçevre basınç altına almak | Bir şeyin suyunu, yağını, sıvı kısmını basınçla çıkarıp akıtmak | Dar gelmek | Basınçlı bir araçla fışkırtmak, püskürtmek | Silahla ateş etmek | Baskı altına almak; üzmek, zorlamak | Sıkıntı vermek | Yalan söylemek",,
sıktırmak,Sıkma işini yaptırmak,,
sımak,"Kırmak, bozmak | Yenmek, mağlup etmek",,
sınamak,"Değerini anlamak, gerekli niteliği taşıyıp taşımadığını bulmak için birini, bir nesneyi veya bir düşünceyi yoklamak; denemek, tecrübe etmek | Bilgisini, yeteneğini, yeterliliğini veya niteliğini yoklamak; imtihan etmek",,
sınanabilmek,Sınanma ihtimali veya imkânı bulunmak,,
sınanmak,Sınama işine konu olmak,,
sınatmak,Sınama işini yaptırmak,,
sınayabilmek,Sınama ihtimali veya imkânı bulunmak,,
sındırılmak,Sındırma işine konu olmak,,
sındırmak,"Kırmak, parçalamak | Yenerek bozmak, mağlup etmek",,
sınıflandırmak,Karşılaştırma esasına bağlı olarak tasnif yapmak,,
sınıflaşmak,Toplumda sınıf farkları oluşmak,,
sınıflayabilmek,Sınıflama ihtimali veya imkânı bulunmak | Sınıflama becerisi bulunmak,,
sınırlamak,"Sınırını çizmek, sınırını belirtmek veya belirlemek; sınırlandırmak, hudutlandırmak | Belli bir sınır içinde bırakmak",,
sınırlanmak,Sınır çekilmek | Belli bir sınır içinde bırakılmak; kalmak,,
sınmak,"Kırılmak, parçalanmak, bozulmak | Yenilmek, bozguna uğramak",,
sıralamak,"Birbiri ardı sıra veya yan yana koyarak sıra durumuna getirmek | Art arda söylemek, sayıp dökmek | Belirli bir düzene göre yerleştirmek veya düzenlemek, sıraya koymak | Söylenecek, yazılacak, yapılacak şeylere zihinde gerekli düzeni vermek | Aynı davranışı birbiri ardınca birçok kez yapmak | Aynı davranışı birçok şey üstünde tekrarlamak | Küçük çocuk tutunarak yürümeye başlamak, tutunarak yürümek",,
sıralanabilmek,Sıralanma ihtimali veya imkânı bulunmak,,
sıralandırmak,Sıralanma işini yaptırmak,,
sıralanmak,"Sıra oluşturacak biçimde yer almak | Sıraya, düzene konulmak",,
sıralatmak,Sıralamak işini yaptırmak,,
sıralayabilmek,Sıralama ihtimali veya imkânı bulunmak | Sıralama becerisi bulunmak,,
sıralayıvermek,Çabucak veya kısa zamanda sıralamak,,sıralayı'vermek
sırıklamak,"Fasulye, domates vb. bitkilerin tutunması, dallarının desteklenmesi için yanlarına sırık dikmek; hereklemek | Aşırıp götürmek, çalmak",,
sırımak,"Yorgan, şilte vb.ni iri ve aralıklı dikmek | Sağlam ve sıkıca dikmek",,
sırıtabilmek,Sırıtma ihtimali veya imkânı bulunmak,,
sırıtıvermek,Ansızın veya çabucak sırıtmak,,sırıtı'vermek
sırıtmak,"Dişlerini göstererek aptallık, şaşkınlık, kurnazlık veya alay belirtir biçimde gülmek; sırtarmak (I) | Yorgan, şilte vb.ni iri ve aralıklı diktirmek | Bütün çirkinliği ve kusuru ortaya çıkmak | Göze batmak",,
sırlamak,"Bazı nesnelere, toprak kaplara sır (I) sürmek",,
sırlamak,"Sır (II) hâline getirmek | Ölen bir kimseyi defnetmek, gömmek",,
sırlanmak,Sırlama işi yapılmak,,
sırlanmak,"Sır (II) hâline getirilmek | Ölen bir kimse defnedilmek, gömülmek",,
sırnaşmak,Sırnaşıkça davranmak,,
sırnaştırmak,Sırnaşıklık yapmasına sebep olmak,,
sırretmek,"Bir şeyi veya kimseyi akılalmaz bir biçimde ortadan yok etmek, görünmez kılmak",Arapça sirr + Türkçe etmek,sı'rretmek
sırrolmak,Bir şey veya kimse akılalmaz bir biçimde ortadan yok olmak,Arapça sirr + Türkçe olmak,sı'rrolmak
